date,open,high,low,close,volume,returns,rsi,macd,volatility,news_count,sentiment_score
2015-02-09,18.527999877929688,18.72050094604492,18.36000061035156,18.549999237060547,54492000,-0.0103236066539993,76.80692156793182,0.840125424162224,0.0448586295169161,25.0,0.0
2015-02-10,18.64999961853028,18.71500015258789,18.425500869750977,18.559499740600582,45744000,0.0005121565461336,76.86124975007435,0.8821408182227017,0.0435826588793146,25.0,0.0
2015-02-11,18.756999969482425,18.854999542236328,18.55500030517578,18.561500549316406,55730000,0.0001078050994793,76.87353600837321,0.9051655838574142,0.0439814810562685,25.0,0.0
2015-02-12,18.85849952697754,18.925500869750977,18.65749931335449,18.7549991607666,55822000,0.0104247289132732,78.08544330002107,0.928325439511891,0.0423671125966529,25.0,0.0
2015-02-13,19.09149932861328,19.14999961853028,18.850500106811523,18.920499801635746,69502000,0.0088243480818359,79.09452585038173,0.9490937486038256,0.0130251048139292,25.0,0.0
2015-02-17,18.771499633789062,18.999500274658203,18.63349914550781,18.88599967956543,73464000,-0.001823425513703,78.28528134704234,0.9517971861761828,0.0134347785115149,25.0,0.0
2015-02-18,18.668500900268555,18.83699989318848,18.64249992370605,18.68899917602539,53012000,-0.0104310339342635,73.6513918042624,0.9273534325823752,0.0121679044230247,25.0,0.0
2015-02-19,18.950000762939453,19.0939998626709,18.671499252319336,18.67449951171875,59076000,-0.000775839528381,73.3074468445029,0.8964775449207991,0.0118745448867062,25.0,0.0
2015-02-20,19.183000564575195,19.184999465942383,18.79199981689453,18.93099975585937,65160000,0.0137353209374988,75.48815944443207,0.8825323242635932,0.0108689049161215,25.0,0.0
2015-02-23,19.006999969482425,19.22699928283692,18.89999961853028,19.17200088500977,43540000,0.0127305019417056,77.35972877522966,0.8807743944585376,0.0088445867731996,25.0,0.0
2015-02-24,18.929500579833984,19.02400016784668,18.808000564575195,18.9325008392334,38416000,-0.0124921779011407,71.51582126394823,0.8502543672335747,0.0092075753170634,25.0,0.0
2015-02-25,19.26849937438965,19.39249992370605,18.82699966430664,18.863500595092773,63490000,-0.0036445393414501,69.87802923305811,0.811148863553413,0.0093785197263559,25.0,0.0
2015-02-26,19.239999771118164,19.4685001373291,19.16399955749512,19.203500747680664,53742000,0.0180242342015957,73.14198123872077,0.7983893060212246,0.0106702553880274,25.0,0.0
2015-02-27,19.007999420166016,19.29949951171875,18.989500045776367,19.200000762939453,50646000,-0.0001822576407914,73.05422511286054,0.7790148469950395,0.0104250647576939,25.0,0.0
2015-03-02,19.28300094604492,19.295000076293945,18.974000930786133,19.042499542236328,42784000,-0.0082031882523223,69.03989309841153,0.7423935655139324,0.0106467558162316,25.0,0.0
2015-03-03,19.230499267578125,19.30500030517578,19.07999992370605,19.19750022888184,38930000,0.008139723795278,70.74370503940992,0.7176060799205288,0.0108492724499258,25.0,0.0
2015-03-04,19.13599967956543,19.395000457763672,19.10950088500977,19.285499572753903,45182000,0.0045838959668129,71.69605522248239,0.6970277288394726,0.0099903761324844,25.0,0.0
2015-03-05,19.39150047302246,19.42099952697754,19.194499969482425,19.280500411987305,53870000,-0.0002592186294028,71.5535565162598,0.6725629597109446,0.0099688930298659,25.0,0.0
2015-03-06,19.004499435424805,19.350000381469727,18.944000244140625,19.275999069213867,52540000,-0.0002334660759447,71.41591788408823,0.6453717889222119,0.0092909764031664,25.0,0.0
2015-03-09,18.92799949645996,18.96649932861328,18.763999938964844,18.920000076293945,46228000,-0.0184685105888231,61.36270286425629,0.5883147207616766,0.0104018758564812,25.0,0.0
2015-03-10,18.475500106811523,18.888500213623047,18.458999633789062,18.872499465942383,62420000,-0.0025106030739967,60.146089866708095,0.5331182258413385,0.009658046188653,25.0,0.0
2015-03-11,18.318500518798828,18.667499542236328,18.3129997253418,18.530500411987305,49902000,-0.0181215558952461,52.13186328746123,0.4565157115473255,0.0111837018760345,25.0,0.0
2015-03-12,18.71199989318848,18.77499961853028,18.3759994506836,18.44099998474121,56200000,-0.004829898019818,50.24503550453248,0.384157403171443,0.0087758556703314,25.0,0.0
2015-03-13,18.52899932861328,18.699499130249023,18.333999633789062,18.576000213623047,52234000,0.0073206566343224,53.00783007632908,0.3338578077088741,0.0094352836003843,25.0,0.0
2015-03-16,18.667499542236328,18.69700050354004,18.336000442504883,18.518999099731445,47082000,-0.0030685353809265,51.70239183937065,0.2860975479595673,0.0092746246164094,25.0,0.0
2015-03-17,18.59600067138672,18.725000381469727,18.48200035095215,18.55550003051757,40740000,0.0019709991122929,52.50894573591903,0.2483299252789805,0.008654665700873,25.0,0.0
2015-03-18,18.756999969482425,18.79949951171875,18.334999084472656,18.49850082397461,53082000,-0.0030718227182893,51.07457284925742,0.2113629915995467,0.0082004122262653,25.0,0.0
2015-03-19,18.66200065612793,18.855499267578125,18.60950088500977,18.693500518798828,38314000,0.0105413782813952,55.54827618081608,0.1955471304224403,0.0093912569723434,25.0,0.0
