date,open,high,low,close,volume,returns,rsi,macd,volatility
2015-02-09,36.025657653808594,36.348834900993424,35.898086748685856,35.923602876268134,31381100,-0.01030882402696387,38.566122896146915,-1.0489855008259354,0.03327768105792664
2015-02-10,36.2297477722168,36.37432827007501,35.87255462032208,36.348815400442845,29670700,0.011836577907824886,42.014533517583445,-0.97991349298443,0.02027931676798903
2015-02-11,36.04265594482422,36.27228155499068,35.89807541504748,36.27228155499068,38262500,-0.0021055389180918427,41.56232055432198,-0.9207354062160817,0.02022840672382815
2015-02-12,36.64649963378906,36.64649963378906,36.153228879227086,36.2807997969278,33268800,0.00023484163587039752,41.637614077438826,-0.8631985792633756,0.013784287398470858
2015-02-13,37.309844970703125,37.309844970703125,36.69751325765485,36.89311953695962,40264900,0.016877239296242408,46.93083349464407,-0.759436828693751,0.013946356510663727
2015-02-17,37.32699203491211,37.686727410043005,36.99294784283893,37.661032959634014,33695700,0.020814542991006713,52.72198319273579,-0.6082294083054194,0.010903390930691008
2015-02-18,37.28415298461914,37.42976245265416,37.16424122703168,37.36980657386043,27111700,-0.007732830538284108,50.47251123774515,-0.5060624013585482,0.010268558499443069
2015-02-19,37.25845336914063,37.28414780867083,36.87302043943816,36.98436845631885,27603400,-0.010314158752194102,47.5790778427582,-0.4509971329122209,0.011364867890364866
2015-02-20,37.56679153442383,37.58392224616448,37.07857768553727,37.26700897998612,29721100,0.00764216168787879,49.84945837819434,-0.38016843770689235,0.011397158151814302
2015-02-23,37.81519317626953,37.849451342568656,37.38693505770408,37.4297602160906,32518800,0.004367166578672421,51.16115656757289,-0.307360461800279,0.011128370213518056
2015-02-24,37.76380920410156,37.943676868688,37.618199713233366,37.8152013657052,25271700,0.010297718911084663,54.215350768623445,-0.21606705037370233,0.010235183258623194
2015-02-25,37.67815399169922,37.76380431593447,37.51541380136165,37.64389255506495,29759800,-0.004530157303237581,52.6397316236061,-0.15574423086977873,0.010362358436693935
2015-02-26,37.73809814453125,37.88370430395225,37.59248871776083,37.67814228272855,28957300,0.0009098349118252802,52.9342389943106,-0.10397572756026818,0.010222261146460507
2015-02-27,37.55824279785156,37.85802549798101,37.3955058582504,37.79806961142527,33807700,0.0031829416587689785,54.01260586173006,-0.052664597862651874,0.010148447867834753
2015-03-02,37.58391952514648,37.84943736953061,37.30126770291299,37.40404869856656,31924000,-0.010424366030047372,49.96228404956615,-0.043295271656809575,0.01001604080165979
2015-03-03,37.07002258300781,37.541109138563314,36.90728567031151,37.30984935693158,31748600,-0.002518426344541469,49.01594864014545,-0.04297571545323109,0.007362591659048895
2015-03-04,36.88159942626953,37.010074933055975,36.72742620424504,36.83877098998977,25748700,-0.012626112810994017,44.478773098092276,-0.0798145002297943,0.008001194211261085
2015-03-05,36.92442321777344,37.0357712667154,36.67603267296092,36.89016177696809,23193500,0.0013950190410068064,45.07606497120048,-0.10366767908233498,0.007384990594313225
2015-03-06,36.28203201293945,36.92441925603725,36.10216436903619,36.83020193760683,36248800,-0.001625361247363677,44.47488806306308,-0.12595779010865016,0.006849349999211866
2015-03-09,36.70172119140625,36.94154797095327,36.13642057883519,36.13642057883519,32108000,-0.01883729445597271,38.13693610602593,-0.19733051779356714,0.00850128072570435
2015-03-10,35.99936294555664,36.58179403049806,35.99936294555664,36.27344777760567,39159700,0.003791941663716658,39.95691321859577,-0.2400695960744983,0.007522558754459349
2015-03-11,35.956546783447266,36.29058755172553,35.83663504789607,36.23919867497487,32215300,-0.0009441920944702753,39.64298672536814,-0.2735509152101656,0.00758646763259224
2015-03-12,35.1342887878418,35.67389481457991,34.9972463504392,35.39980993977471,59992500,-0.023162452976086434,32.83431206376535,-0.36362511374883866,0.009511562996221011
2015-03-13,35.44264602661133,35.51973262564894,34.78312807203411,34.86021467107172,58007700,-0.01524288603868218,29.34514219173404,-0.47309682789933305,0.009278801385634937
2015-03-16,35.59682083129883,35.66534044056343,35.356994030496224,35.51973422878203,35273500,0.01891897579901025,38.01522859302715,-0.5008626013007529,0.012510685321922487
2015-03-17,35.71672821044922,35.82807623759521,35.24564492731641,35.43407628015942,31673400,-0.0024115593903628607,37.37376367760196,-0.5237416891686166,0.012513166773002684
2015-03-18,36.40195083618164,36.684602846297,35.39982811090235,35.48547845298821,44194800,0.0014506423822757686,38.04931739623851,-0.5315978759714071,0.0123600888799099
2015-03-19,36.222076416015625,36.47903066180198,36.16212053424383,36.19637870429164,33879100,0.020033554070441495,46.62473867285244,-0.47498492107222745,0.014438714710154087
2015-03-20,36.727420806884766,36.81307113215546,36.3933799640384,36.45333584519798,71904500,0.0070989737124136365,49.35367863880423,-0.4047191027618524,0.014711628561015563
2015-03-23,36.71028137207031,36.94154111621269,36.64175851424307,36.72741208652712,26246100,0.007518550359644216,52.163072486403784,-0.32319172041537314,0.013454262187327393
2015-03-24,36.74455261230469,36.975809150846175,36.6160738532478,36.64176829811895,25513300,-0.0023318764797911617,51.20718929981111,-0.26246587724866544,0.013488049713624627
2015-03-25,35.511173248291016,36.77025354680308,35.49404252623664,36.76168655210032,43469900,0.0032727201647506643,52.51918947391977,-0.2023314570454815,0.01348320796889651
2015-03-26,35.297027587890625,35.639635333773,35.04863713549338,35.30559457857997,37495600,-0.03960895459615843,38.856645883135265,-0.2690673085398174,0.017292608130205677
2015-03-27,35.09145736694336,35.485453895638805,34.97154566406638,35.21993279116204,34401400,-0.00242629499489877,38.22661420458762,-0.3251203569001717,0.016505085334206006
2015-03-30,35.082908630371094,35.57968967771377,35.040083466684784,35.20282039563297,35049700,-0.0004858724640542933,38.09373439788064,-0.36669657896943875,0.015279261587147689
2015-03-31,34.8259391784668,35.14284917222659,34.72315817701616,34.928720179917434,34887200,-0.00778631406901531,35.93877227115438,-0.41695720800990443,0.015436404634043688
2015-04-01,34.87733840942383,34.91159657197853,34.526166921277266,34.77455411971035,36865300,-0.004413733438069722,34.74812917062039,-0.46388169188423234,0.015430571540416611
2015-04-02,34.5090446472168,34.894477659544535,34.36343516818161,34.8259547829749,37487500,0.0014781113537098989,35.515208527034304,-0.49125914979447316,0.013492152408399358
2015-04-06,35.58824157714844,35.78523987852119,34.41481549186316,34.55185793052896,39223700,-0.00787047632014759,33.26920826875707,-0.5289756061894124,0.01297287896459746
2015-04-07,35.571102142333984,35.89657907961869,35.382670877462765,35.63962497854072,28809400,0.03148215792617748,47.46760140812433,-0.46572388464958436,0.01714055991874028
2015-04-08,35.476905822753906,35.708165630470745,35.15143196064925,35.51116726108616,24753400,-0.003604350986631144,46.216986700470514,-0.4211076371472373,0.017140852220441306
2015-04-09,35.52829360961914,35.6482053616801,35.33129526446898,35.33129526446898,25723900,-0.005065223435059774,44.450967187098016,-0.3957017035106247,0.01700427077469741
2015-04-10,35.733856201171875,35.93085453118462,35.468335008189506,35.65676961400602,28022000,0.009212069557618552,48.30058319130631,-0.34532358285208176,0.0118036202244013
2015-04-13,35.76811981201172,36.02507731992688,35.45120969089357,35.45977668374432,30276700,-0.005524699303784408,46.21309273125321,-0.31763276956096576,0.0119448897751708
2015-04-14,35.67389678955078,35.99937055430737,35.45120077434931,35.80237224384429,24244400,0.009661526161190315,50.24082907562453,-0.2649883809111131,0.012255943887206406
2015-04-15,36.19636917114258,36.36767304566682,35.69959152910688,35.768111118506795,27343600,-0.0009569512630097643,49.83889259892775,-0.2234560478828982,0.011848588229319074
2015-04-16,36.1107292175293,36.26490242205492,35.81951352757541,35.93086156803293,22509700,0.004550154996636913,51.81110134729382,-0.17538702121331795,0.011609135119204646
2015-04-17,35.6482048034668,35.750989104209715,35.254208119336035,35.69102996176794,42387600,-0.006674808111987174,48.76817677396758,-0.1548592564168274,0.01203268448854731
2015-04-20,36.75312042236328,36.97581325981148,35.69960559001611,35.742430758677195,46057700,0.0014401600896447597,49.453363194421634,-0.13291112348758816,0.011487129138007736
2015-04-21,36.521854400634766,36.95867954205219,36.427637085138834,36.83020079049403,26013800,0.03043357736806307,61.26113077353194,-0.027426958415333047,0.011204131389583172
2015-04-22,36.82164001464844,36.94155178312104,36.44477072247666,36.54755177154595,25064300,-0.007674381699842359,57.50227522260021,0.03298238830257816,0.01155319717763164
2015-04-23,37.12141418457031,37.35267396277477,36.65889462816138,36.73598122089621,46309500,0.005155733837607146,59.29535882216687,0.0949671899436666,0.011213401956788546
2015-04-24,41.001426696777344,41.23268644660199,39.09996308824659,39.10852681201056,130933700,0.06458370002009906,74.10839975184591,0.3317114299514259,0.0222921575970598
2015-04-27,41.138484954833984,41.22413856213277,40.444708706144496,40.45327243319886,59248200,0.034384972557322646,78.81439441557157,0.6206877766055641,0.022868591967685932
2015-04-28,42.1063346862793,42.14915984120738,40.855821865219895,40.92434145963485,60730800,0.011644769337607386,80.17383534133515,0.8775985371858326,0.022840279636685418
2015-04-29,42.02068710327149,42.23481615915726,41.5410368418413,41.72947145657282,47804600,0.01967362132710404,82.26814014542225,1.1331076680265468,0.02229565925723694
2015-04-30,41.660945892333984,42.43181175054036,41.626684461447056,41.71233803866437,64725500,-0.00041058315167674664,82.06946412065736,1.319013208219296,0.022625335320158684
2015-05-01,41.67807769775391,41.8665123052101,41.45538492586475,41.609558101538,38937300,-0.002464017649432715,80.8087369168287,1.441435238078526,0.02220715729927514
2015-05-04,41.31834030151367,41.85794312075159,41.266948156531576,41.42968504795019,34039500,-0.004322878247081441,78.534974536099,1.5065744738577749,0.022687255243783355
2015-05-05,40.77017211914063,41.249822394517054,40.52178489027712,40.95860673935104,50369200,-0.011370550079102149,72.760726097543,1.5028616513594457,0.0233886359208704
2015-05-06,39.63957595825195,40.9157867678756,39.41688314305586,40.74448284299751,52433000,-0.005227812013141708,70.23299842974575,1.4657450077971106,0.023184421625167054
2015-05-07,39.99930953979492,40.33335035461347,39.536789980499925,39.63100729080264,32971700,-0.027328253410049963,58.794474112627384,1.3311371090156712,0.026199523349619076
